Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score	Tissue	Trait_file	Trait_name	Trait_category	Enrichment_p_1s	FDR
0.0070456097547473	-0.0039153106892995	0.0246954566157932	-0.5557092750789113	3.505084368198695	0.6531195791749015	-3.093803051995833e-08	5.182443762230468e-08	-0.5969776410394261	Brain_Hippocampus	Summary_statistics_MAGNETIC_XL-HDL-P-txt	Concentration of very large HDL particles	Blood lipids	0.6734402104125492	0.848500820885439
0.0068625916537371	-0.0080727356281406	0.0221736101132986	-1.176339207614733	3.231084003260442	0.4876338187585988	-3.5063380698590274e-08	4.749245754875191e-08	-0.7382936682650513	Brain_Caudate_basal_ganglia	Summary_statistics_MAGNETIC_XL-HDL-P-txt	Concentration of very large HDL particles	Blood lipids	0.7561830906207005	0.9013529103100614
0.007720310765071	-0.0169638112588686	0.0185857264764719	-2.197296426928561	2.407380614852872	0.146950925864598	-4.66499392715965e-08	3.3716996076075525e-08	-1.3835734110577478	Brain_Spinal_cord_cervical_c-1	Summary_statistics_MAGNETIC_XL-HDL-P-txt	Concentration of very large HDL particles	Blood lipids	0.926524537067701	0.9933871325261948
0.0075284017755607	0.008724661765415	0.0177587883311623	1.1588995945643752	2.358905496889415	0.9464061834568644	-5.460483554561563e-10	2.596841302912106e-09	-0.2102740567333922	Brain_Cerebellum	M23-ukbb	Diagnoses - main ICD10: M23 Internal derangement of knee	Health conditions	0.4732030917284322	0.7456533566629842
0.0060157764622617	0.007869538182158	0.015856078030453	1.3081500337529652	2.635749205430341	0.906859830497372	-4.980091805835291e-10	2.8327558475261182e-09	-0.1758037781542122	Brain_Nucleus_accumbens_basal_ganglia	M23-ukbb	Diagnoses - main ICD10: M23 Internal derangement of knee	Health conditions	0.453429915248686	0.7133137635753606
0.0084018896325362	0.0132708911640552	0.0155952652807731	1.5795126744659758	1.8561616449210077	0.756442280495839	-2.3502686917823755e-10	1.996743368552374e-09	-0.1177050956471338	Brain_Cortex	M23-ukbb	Diagnoses - main ICD10: M23 Internal derangement of knee	Health conditions	0.3782211402479195	0.6382961230958804
0.0077957994410147	0.0059466443834576	0.0128607730373812	0.7628010992909262	1.6497054772495785	0.8825937837042956	-9.161333079045012e-10	1.792674383094596e-09	-0.5110427842021317	Brain_Substantia_nigra	M23-ukbb	Diagnoses - main ICD10: M23 Internal derangement of knee	Health conditions	0.5587031081478522	0.82418614535286
0.0043457991977734	0.0023502716374305	0.0163278969409511	0.5408145959976006	3.757167829870439	0.9018633270665036	-1.1589682768479923e-09	3.971996475027659e-09	-0.2917848200859548	Brain_Hypothalamus	M23-ukbb	Diagnoses - main ICD10: M23 Internal derangement of knee	Health conditions	0.5490683364667481	0.8042691125710113
0.007720310765071	-0.0104819083112318	0.0121599611886925	-1.3577054901280834	1.575061102942622	0.1105065354188083	-3.4517716874339102e-09	1.6039642996190282e-09	-2.152025259074513	Brain_Spinal_cord_cervical_c-1	M23-ukbb	Diagnoses - main ICD10: M23 Internal derangement of knee	Health conditions	0.9447467322905958	0.999999660350445
0.0068625916537371	-0.0006125414907486	0.0181675385641987	-0.089258041517755	2.647329096771376	0.676822795095582	-1.9705036827978694e-09	2.8559769851164104e-09	-0.6899578298658984	Brain_Caudate_basal_ganglia	M23-ukbb	Diagnoses - main ICD10: M23 Internal derangement of knee	Health conditions	0.6615886024522091	0.8533980112251751
0.0070456097547473	0.0136913473461107	0.0162639305449709	1.9432452012950965	2.308377998655433	0.6845190213472817	4.980989559096259e-10	2.5074394131182648e-09	0.1986484512063194	Brain_Hippocampus	M23-ukbb	Diagnoses - main ICD10: M23 Internal derangement of knee	Health conditions	0.34225951067364085	0.6370467849674926
0.0088377109216513	0.0033718212721592	0.0142672836868312	0.3815265403056738	1.614364150775528	0.7022461073205941	-1.1040725275209662e-09	1.7696206236638083e-09	-0.623903515113371	Brain_Cerebellar_Hemisphere	M23-ukbb	Diagnoses - main ICD10: M23 Internal derangement of knee	Health conditions	0.6488769463397029	0.8827179715754933
0.0027323545639363	-0.0097943927475788	0.0085963672229931	-3.584598015518451	3.1461389881293518	0.1096140057484082	-6.020976785645203e-09	3.0622534339303983e-09	-1.9661915369027072	Brain_Amygdala	M23-ukbb	Diagnoses - main ICD10: M23 Internal derangement of knee	Health conditions	0.9451929971257959	0.9861915070814965
0.0070194403470868	-0.000947092130163	0.0167465823695381	-0.1349241653654198	2.3857432418366646	0.6248588043855876	-2.2534901603658907e-09	2.485005704054607e-09	-0.906835005122536	Brain_Frontal_Cortex_BA9	M23-ukbb	Diagnoses - main ICD10: M23 Internal derangement of knee	Health conditions	0.6875705978072062	0.8540650805044624
0.0061117309570169	-0.0062936235501569	0.0162125249385892	-1.0297612238528244	2.6526895657891325	0.4102229585813687	-2.9081020776797787e-09	2.6406988477674973e-09	-1.1012622965842354	Brain_Putamen_basal_ganglia	M23-ukbb	Diagnoses - main ICD10: M23 Internal derangement of knee	Health conditions	0.7948885207093157	0.8841540765108966
0.0073599781518996	0.0317357047220746	0.0202946081442355	4.311929202382675	2.757427770216602	0.2145638974944425	2.591383425086026e-09	2.869492126460629e-09	0.9030808627038696	Brain_Anterior_cingulate_cortex_BA24	M23-ukbb	Diagnoses - main ICD10: M23 Internal derangement of knee	Health conditions	0.10728194874722125	0.6046260956607453
0.0060157764622617	0.0464996201146622	0.0797842094285588	7.729612362820328	13.262495694290138	0.5750989945557474	1.8726809161960343e-09	3.832487974421779e-09	0.4886332139055367	Brain_Nucleus_accumbens_basal_ganglia	20002_1201-ukbb	Non-cancer illness code_ self-reported: bladder problem (not cancer)	Health conditions	0.2875494972778737	0.6556863092330766
0.0043457991977734	0.0224019699326199	0.0475285381248497	5.15485619862451	10.936662271280436	0.6930148622442209	9.917803981973588e-10	3.283875629110309e-09	0.3020152131845683	Brain_Hypothalamus	20002_1201-ukbb	Non-cancer illness code_ self-reported: bladder problem (not cancer)	Health conditions	0.34650743112211047	0.6735845390037288
0.0084018896325362	0.069535577920215	0.0692796721644877	8.276183211326572	8.245725092151053	0.2753988397417166	2.2740439961190553e-09	2.1728481809181686e-09	1.0465728881058431	Brain_Cortex	20002_1201-ukbb	Non-cancer illness code_ self-reported: bladder problem (not cancer)	Health conditions	0.1376994198708583	0.44390574745664213
0.0073599781518996	0.0137280213358686	0.0605086842138039	1.8652258271072937	8.221313020907038	0.9162602365239672	1.0031384027865353e-10	2.6570182697799687e-09	0.0377542907474854	Brain_Anterior_cingulate_cortex_BA24	20002_1201-ukbb	Non-cancer illness code_ self-reported: bladder problem (not cancer)	Health conditions	0.4581301182619836	0.813703633918993
0.0061117309570169	-0.024042087975695	0.0523540598181538	-3.9337608518405416	8.566159110463762	0.5369359068164892	-2.062259451482243e-09	2.5673897325969484e-09	-0.8032514211997879	Brain_Putamen_basal_ganglia	20002_1201-ukbb	Non-cancer illness code_ self-reported: bladder problem (not cancer)	Health conditions	0.7315320465917554	0.8530684348672383
0.0068625916537371	0.0387154046738063	0.0594252026234801	5.6415136769391285	8.659294567107054	0.5628378796728697	1.2660517769020736e-09	2.5711269645582326e-09	0.4924112244762697	Brain_Caudate_basal_ganglia	20002_1201-ukbb	Non-cancer illness code_ self-reported: bladder problem (not cancer)	Health conditions	0.28141893983643484	0.6169486669052928
0.0077957994410147	0.0160203275897658	0.0582125316399401	2.0549948354854792	7.4671663990836254	0.8882248448254368	9.798475408581563e-11	2.4075899623629504e-09	0.0406982732182716	Brain_Substantia_nigra	20002_1201-ukbb	Non-cancer illness code_ self-reported: bladder problem (not cancer)	Health conditions	0.4441124224127184	0.751486880073924
0.0070456097547473	0.0176727932053303	0.0575491876049236	2.5083411969308043	8.168091848423309	0.8551080530871407	2.5330376271200045e-10	2.6683141280810484e-09	0.0949302632873165	Brain_Hippocampus	20002_1201-ukbb	Non-cancer illness code_ self-reported: bladder problem (not cancer)	Health conditions	0.42755402654357033	0.7019195615772196
0.0088377109216513	0.0233188230309746	0.0564007740898985	2.638559151538482	6.381830610879522	0.7970797191303401	4.196424530707299e-10	2.061013582998429e-09	0.2036097464531119	Brain_Cerebellar_Hemisphere	20002_1201-ukbb	Non-cancer illness code_ self-reported: bladder problem (not cancer)	Health conditions	0.3985398595651701	0.7352220912599147
0.0027323545639363	-0.0292762279443214	0.0438150657949969	-10.714651872319704	16.035644265682613	0.3826800634634066	-3.856800675403491e-09	4.186941321639267e-09	-0.921149922849523	Brain_Amygdala	20002_1201-ukbb	Non-cancer illness code_ self-reported: bladder problem (not cancer)	Health conditions	0.8086599682682967	0.9342343382861258
0.0075284017755607	0.1585438913671297	0.1234424785337153	21.05943546767208	16.396903647523597	0.0041467827913881	5.974016912220015e-09	2.1538405589753272e-09	2.77365791415039	Brain_Cerebellum	20002_1201-ukbb	Non-cancer illness code_ self-reported: bladder problem (not cancer)	Health conditions	0.00207339139569405	0.29671130515799965
0.007720310765071	0.0217802000145879	0.0489979035235818	2.82115586760161	6.346623214348172	0.7727558622133208	1.7236408677166039e-10	2.046848942589182e-09	0.0842094808196381	Brain_Spinal_cord_cervical_c-1	20002_1201-ukbb	Non-cancer illness code_ self-reported: bladder problem (not cancer)	Health conditions	0.3863779311066604	0.8022801328570756
0.0070194403470868	-0.0527929885837257	0.05886779893938	-7.5209683355504655	8.386394930161456	0.1644516996687501	-3.0370408683804383e-09	2.013597848741384e-09	-1.508265848753645	Brain_Frontal_Cortex_BA9	20002_1201-ukbb	Non-cancer illness code_ self-reported: bladder problem (not cancer)	Health conditions	0.9177741501656249	0.9873472250415878
0.007720310765071	0.0051113720319129	0.011095739750967	0.6620681715350482	1.437214134069252	0.8142112314308784	-1.085279057330024e-08	3.8273992901684896e-08	-0.2835552225026012	Brain_Spinal_cord_cervical_c-1	Summary_statistics_MAGNETIC_L-HDL-PL-txt	Phospholipids in large HDL	Blood lipids	0.5928943842845609	0.8534840819232343
0.0070456097547473	0.0314229806252067	0.0169941537965966	4.459937708589919	2.4120203059991927	0.1540597497054646	8.220695111726725e-08	6.282528628936162e-08	1.3085010188196715	Brain_Hippocampus	Summary_statistics_MAGNETIC_L-HDL-PL-txt	Phospholipids in large HDL	Blood lipids	0.0770298748527323	0.46644528140541835
0.0088377109216513	0.0082652762224332	0.0155824823296875	0.935228171152815	1.7631808132026967	0.9701313481404724	-4.0883205765335366e-09	4.519584780095672e-08	-0.0904578799923959	Brain_Cerebellar_Hemisphere	Summary_statistics_MAGNETIC_L-HDL-PL-txt	Phospholipids in large HDL	Blood lipids	0.5149343259297638	0.8031589768242926
0.0068625916537371	0.0128791412850235	0.0173084390233195	1.876716834522708	2.522143221780357	0.7284486137775728	2.0179628426874228e-08	6.51926548329939e-08	0.3095383748149086	Brain_Caudate_basal_ganglia	Summary_statistics_MAGNETIC_L-HDL-PL-txt	Phospholipids in large HDL	Blood lipids	0.3642243068887864	0.657341916120326
0.0077957994410147	0.0154281293897357	0.0179872925813949	1.9790310803233748	2.307305712196933	0.6684594980410662	2.068005704666741e-08	5.9232169048153924e-08	0.3491355690495678	Brain_Substantia_nigra	Summary_statistics_MAGNETIC_L-HDL-PL-txt	Phospholipids in large HDL	Blood lipids	0.3342297490205331	0.7126222586187339
0.0070194403470868	0.0159245597435378	0.0138513000660325	2.2686366656206034	1.9732769823709564	0.5149138933439502	2.74097717804807e-08	5.103355297405516e-08	0.537093151135597	Brain_Frontal_Cortex_BA9	Summary_statistics_MAGNETIC_L-HDL-PL-txt	Phospholipids in large HDL	Blood lipids	0.2574569466719751	0.588321745209109
0.0027323545639363	0.0133998633910687	0.0131453605706675	4.904145153023067	4.811001011424348	0.4135301599531923	9.63046562095128e-08	1.2224655487509392e-07	0.7877903496578093	Brain_Amygdala	Summary_statistics_MAGNETIC_L-HDL-PL-txt	Phospholipids in large HDL	Blood lipids	0.20676507997659616	0.6286821298025643
0.0060157764622617	0.0169399362630402	0.0250597287445057	2.815918505168537	4.165668206209234	0.6631810549178361	4.351171468521261e-08	1.068853867531078e-07	0.4070875917371133	Brain_Nucleus_accumbens_basal_ganglia	Summary_statistics_MAGNETIC_L-HDL-PL-txt	Phospholipids in large HDL	Blood lipids	0.33159052745891804	0.6633705821964235
0.0061117309570169	0.0127284743420475	0.0172611145044457	2.0826300162041487	2.8242595470646705	0.6986400058217004	2.3107141588399588e-08	7.233245871419905e-08	0.3194574330688913	Brain_Putamen_basal_ganglia	Summary_statistics_MAGNETIC_L-HDL-PL-txt	Phospholipids in large HDL	Blood lipids	0.3493200029108502	0.7140890477194776
0.0043457991977734	-0.0200610833811568	0.0098163595349711	-4.616201179160568	2.2588157179467805	0.0064400195427321	-1.5028076268605153e-07	5.34504247911814e-08	-2.811591549986069	Brain_Hypothalamus	Summary_statistics_MAGNETIC_L-HDL-PL-txt	Phospholipids in large HDL	Blood lipids	0.996779990228634	0.9999959906635428
0.0073599781518996	0.009458035243431	0.0121197245709036	1.285062951034688	1.6467065962383902	0.8619256807824998	5.801946117722873e-10	4.1857452579280526e-08	0.0138612021520746	Brain_Anterior_cingulate_cortex_BA24	Summary_statistics_MAGNETIC_L-HDL-PL-txt	Phospholipids in large HDL	Blood lipids	0.4309628403912499	0.8021500742852794
0.0084018896325362	-0.0036611274581211	0.0114764563474326	-0.4357504821229095	1.36593752707607	0.2750706869020972	-4.542370069903725e-08	3.3419593647148786e-08	-1.35919368675246	Brain_Cortex	Summary_statistics_MAGNETIC_L-HDL-PL-txt	Phospholipids in large HDL	Blood lipids	0.8624646565489514	0.9542162157562867
0.0075284017755607	0.0084755793140898	0.0157605480793852	1.1258138934088129	2.0934786093043343	0.95098913091416	-8.738035469287341e-09	5.2980792206706754e-08	-0.1649283656460917	Brain_Cerebellum	Summary_statistics_MAGNETIC_L-HDL-PL-txt	Phospholipids in large HDL	Blood lipids	0.47549456545708	0.7478477853691693
0.007720310765071	0.0261211171830645	0.0101237921410552	3.383428203595671	1.3113192524397237	0.0639668031172405	5.1178004510230355e-09	3.2865461241574078e-09	1.5571972087673398	Brain_Spinal_cord_cervical_c-1	20003_1140871310-ukbb	Treatment/medication code: ibuprofen	Medication/treatment	0.03198340155862025	0.4927812980883712
0.0027323545639363	0.0115218007643335	0.0088270743082757	4.216802942197548	3.2305742544478746	0.3201831622660587	7.194111230309586e-09	8.171706516627427e-09	0.8803682823987042	Brain_Amygdala	20003_1140871310-ukbb	Treatment/medication code: ibuprofen	Medication/treatment	0.16009158113302935	0.5893636969145152
0.0070456097547473	0.0302603780010575	0.0127294844003915	4.29492677772395	1.8067257261608067	0.0625523435017345	7.665351874086904e-09	4.471712896238863e-09	1.7141869462447366	Brain_Hippocampus	20003_1140871310-ukbb	Treatment/medication code: ibuprofen	Medication/treatment	0.03127617175086725	0.46644528140541835
0.0060157764622617	0.0162102401396602	0.0077787860764924	2.694621424408042	1.2930643492640372	0.1845453848210451	3.414497394968814e-09	3.230473743584873e-09	1.056964911647828	Brain_Nucleus_accumbens_basal_ganglia	20003_1140871310-ukbb	Treatment/medication code: ibuprofen	Medication/treatment	0.09227269241052255	0.5017704580755212
0.0077957994410147	0.0317346419482994	0.0107511952036938	4.070736066058762	1.3791010511545982	0.020847973118124	7.061268889795022e-09	3.361218701971726e-09	2.1008061408360037	Brain_Substantia_nigra	20003_1140871310-ukbb	Treatment/medication code: ibuprofen	Medication/treatment	0.010423986559062	0.5781837878093056
0.0070194403470868	0.0210094126810636	0.0089564888108951	2.9930324416508176	1.2759548294490726	0.1193239540433064	3.923472811261902e-09	3.2510357669225287e-09	1.2068377872618457	Brain_Frontal_Cortex_BA9	20003_1140871310-ukbb	Treatment/medication code: ibuprofen	Medication/treatment	0.0596619770216532	0.5700809927678115
0.0043457991977734	0.00173465630998	0.0050907486141415	0.3991570321216774	1.171418278311093	0.6103685829520789	-2.6952029445676473e-09	2.996009091691762e-09	-0.899597718859305	Brain_Hypothalamus	20003_1140871310-ukbb	Treatment/medication code: ibuprofen	Medication/treatment	0.6948157085239606	0.8971956471173653
0.0075284017755607	0.0080524129871848	0.0066117025683055	1.069604575744772	0.8782345530187953	0.9369441168598284	-1.1117151378844591e-09	2.247029135151616e-09	-0.4947488755233462	Brain_Cerebellum	20003_1140871310-ukbb	Treatment/medication code: ibuprofen	Medication/treatment	0.4684720584299142	0.7422110815037837
0.0061117309570169	0.0115373544332832	0.0074879239831184	1.8877392533186024	1.2251723833689891	0.4685124858016042	1.2789347559394216e-09	3.122242074755609e-09	0.4096206268822154	Brain_Putamen_basal_ganglia	20003_1140871310-ukbb	Treatment/medication code: ibuprofen	Medication/treatment	0.2342562429008021	0.6564673858673491
0.0084018896325362	0.0322569466006419	0.0150988075316713	3.839249027472017	1.7970728243324434	0.1063798408612809	6.441076820801313e-09	4.480648739404446e-09	1.4375321957635627	Brain_Cortex	20003_1140871310-ukbb	Treatment/medication code: ibuprofen	Medication/treatment	0.05318992043064045	0.35624055536948573
0.0088377109216513	0.0200737505502039	0.0130055921205227	2.271374423554148	1.471601892822795	0.3863977609042578	2.442626652725604e-09	3.730281684136846e-09	0.6548102421093185	Brain_Cerebellar_Hemisphere	20003_1140871310-ukbb	Treatment/medication code: ibuprofen	Medication/treatment	0.1931988804521289	0.639636691301976
0.0068625916537371	0.0235992225743373	0.0086154227972943	3.438820749517573	1.2554182489646837	0.0435284035719197	5.294658737401833e-09	3.0540408028026366e-09	1.7336568432690955	Brain_Caudate_basal_ganglia	20003_1140871310-ukbb	Treatment/medication code: ibuprofen	Medication/treatment	0.02176420178595985	0.4432595443821293
0.0073599781518996	0.0262533300496519	0.0123675004575725	3.5670391280816176	1.6803718981666251	0.1196601684239086	5.527716227184336e-09	4.157162418895445e-09	1.3296849317359716	Brain_Anterior_cingulate_cortex_BA24	20003_1140871310-ukbb	Treatment/medication code: ibuprofen	Medication/treatment	0.0598300842119543	0.5864202138038441
0.0027323545639363	0.0070788035592915	0.0122518463819152	2.5907338867081635	4.483988477785594	0.7229514526550812	3.845503419747896e-08	1.1864822200857793e-07	0.3241096541227459	Brain_Amygdala	Summary_statistics_MAGNETIC_L-HDL-P-txt	Concentration of large HDL particles	Blood lipids	0.3614757263275406	0.7393831247305938
0.0073599781518996	0.0067879031466715	0.0115251876364606	0.9222721870335354	1.565926881656014	0.9602355148465672	-9.3887835721835e-09	4.1211767952849545e-08	-0.2278180247672272	Brain_Anterior_cingulate_cortex_BA24	Summary_statistics_MAGNETIC_L-HDL-P-txt	Concentration of large HDL particles	Blood lipids	0.5198822425767164	0.8413754991077795
0.0070456097547473	0.029951367955694	0.0164663681642506	4.251068253604689	2.337110447134192	0.1692398116970879	7.988880421845526e-08	6.327178493560813e-08	1.262629216162596	Brain_Hippocampus	Summary_statistics_MAGNETIC_L-HDL-P-txt	Concentration of large HDL particles	Blood lipids	0.08461990584854395	0.46644528140541835
0.0060157764622617	0.0181609730376328	0.0245498594081215	3.0188909364502488	4.080912840117627	0.6200264494360086	5.0032250747419684e-08	1.0795895013277313e-07	0.4634377296730619	Brain_Nucleus_accumbens_basal_ganglia	Summary_statistics_MAGNETIC_L-HDL-P-txt	Concentration of large HDL particles	Blood lipids	0.3100132247180043	0.6583149857629506
0.0077957994410147	0.0147581601557757	0.018060143438015	1.893091307368824	2.3166505981411296	0.6978108434460082	1.992795754199363e-08	6.169437626024154e-08	0.3230109249817645	Brain_Substantia_nigra	Summary_statistics_MAGNETIC_L-HDL-P-txt	Concentration of large HDL particles	Blood lipids	0.3489054217230041	0.7149983026441857
0.0070194403470868	0.0159839459567124	0.0130906533798647	2.277096914620252	1.86491411459853	0.4870772154097675	2.8985065122054108e-08	4.986448639190632e-08	0.581276720555148	Brain_Frontal_Cortex_BA9	Summary_statistics_MAGNETIC_L-HDL-P-txt	Concentration of large HDL particles	Blood lipids	0.24353860770488375	0.588321745209109
0.007720310765071	0.0056657028393595	0.0113404553143597	0.7338697899303327	1.46891176527082	0.8557218344215727	-8.258742654630916e-09	4.0244241950624025e-08	-0.2052155104514984	Brain_Spinal_cord_cervical_c-1	Summary_statistics_MAGNETIC_L-HDL-P-txt	Concentration of large HDL particles	Blood lipids	0.5721390827892137	0.844096873569009
0.0043457991977734	-0.0204949664799117	0.0093824960268507	-4.716040835575696	2.1589805694790978	0.0036387031389891	-1.5803680115605337e-07	5.280969292632278e-08	-2.9925718632096148	Brain_Hypothalamus	Summary_statistics_MAGNETIC_L-HDL-P-txt	Concentration of large HDL particles	Blood lipids	0.9981806484305055	0.9999959906635428
0.0061117309570169	0.0132782000264441	0.0165076285779586	2.172576005034927	2.7009743547376197	0.6602130220980421	2.6511581992421525e-08	7.137990272115514e-08	0.3714152160726354	Brain_Putamen_basal_ganglia	Summary_statistics_MAGNETIC_L-HDL-P-txt	Concentration of large HDL particles	Blood lipids	0.33010651104902106	0.7063002410266621
0.0088377109216513	0.0083107550461495	0.0157086843635392	0.9403741670016896	1.777460759103911	0.9726286886814456	-3.2627496314992172e-09	4.7045251854468235e-08	-0.0693534310665897	Brain_Cerebellar_Hemisphere	Summary_statistics_MAGNETIC_L-HDL-P-txt	Concentration of large HDL particles	Blood lipids	0.5136856556592773	0.8031589768242926
0.0084018896325362	-0.0050860891651202	0.0113660267615577	-0.6053506279616472	1.3527941045003675	0.2144099171988606	-5.1174188194771725e-08	3.400297329870598e-08	-1.5049915707435857	Brain_Cortex	Summary_statistics_MAGNETIC_L-HDL-P-txt	Concentration of large HDL particles	Blood lipids	0.8927950414005696	0.9671864751818008
0.0075284017755607	0.0051720735059121	0.0147467530243087	0.6870081672184544	1.9588158900047985	0.8700997460408756	-2.0307264336913012e-08	5.14304772963714e-08	-0.3948488406959771	Brain_Cerebellum	Summary_statistics_MAGNETIC_L-HDL-P-txt	Concentration of large HDL particles	Blood lipids	0.5649501269795623	0.8005834852243369
0.0068625916537371	0.011669702334781	0.016682546062874	1.7004803612970545	2.4309396368920297	0.7733542185663322	1.5895965428316346e-08	6.484626198077784e-08	0.2451331031698995	Brain_Caudate_basal_ganglia	Summary_statistics_MAGNETIC_L-HDL-P-txt	Concentration of large HDL particles	Blood lipids	0.3866771092831661	0.6801593127348714
0.0070194403470868	0.0245694574554212	0.0480676215539122	3.500201759762489	6.847785461110267	0.7011162247537401	2.9332696471676616e-10	2.285145082822374e-09	0.1283625127007162	Brain_Frontal_Cortex_BA9	20003_1140882800-ukbb	Treatment/medication code: eumovate cream	Medication/treatment	0.35055811237687007	0.6504174756767536
0.0043457991977734	0.0353192869094139	0.0531925707316409	8.12722477548195	12.23999736547742	0.515961177109161	2.0239361231924515e-09	3.815576132495468e-09	0.530440503062051	Brain_Hypothalamus	20003_1140882800-ukbb	Treatment/medication code: eumovate cream	Medication/treatment	0.2579805885545805	0.6362144424160422
0.007720310765071	0.029529628792184	0.045316757750684	3.824927479057557	5.86981005424166	0.5951665006779576	4.3521568369996653e-10	1.9224689499920793e-09	0.2263837258343026	Brain_Spinal_cord_cervical_c-1	20003_1140882800-ukbb	Treatment/medication code: eumovate cream	Medication/treatment	0.2975832503389788	0.7688182280364007
0.0077957994410147	-0.0515188851738095	0.0605546456469877	-6.608544199169847	7.767599218676871	0.1862373451367643	-3.1323008460183933e-09	1.9871875629157727e-09	-1.5762482135417617	Brain_Substantia_nigra	20003_1140882800-ukbb	Treatment/medication code: eumovate cream	Medication/treatment	0.9068813274316179	0.9994995518032866
0.0060157764622617	0.0091533193681037	0.0378781828879401	1.5215524422365818	6.296474466024097	0.93343074175556	-4.3634995818316404e-10	2.2167504467475957e-09	-0.1968421654423818	Brain_Nucleus_accumbens_basal_ganglia	20003_1140882800-ukbb	Treatment/medication code: eumovate cream	Medication/treatment	0.46671537087778	0.7231046342091488
0.0070456097547473	-0.065137596023954	0.0699515598223581	-9.245132542299	9.928389771406875	0.1385209342856266	-4.279771280552718e-09	2.3178273963553364e-09	-1.8464581475231665	Brain_Hippocampus	20003_1140882800-ukbb	Treatment/medication code: eumovate cream	Medication/treatment	0.9307395328571867	0.9765136082436057
